Date,Parameter1,Parameter2,Parameter3,Parameter4
2013-03-30,98289,833695,836653,417385
2013-03-31,655325,357134,829497,589267
2013-04-01,764059,890609,758146,166318
2013-04-02,73719,311343,479077,465443
2013-04-03,79169,563104,906423,836964
2013-04-04,94477,203115,988947,695927
2013-04-05,249384,662861,275773,265250
2013-04-06,100512,103014,386456,38792
2013-04-07,112963,815889,133637,282562
2013-04-08,128014,23532,966298,978180
2013-04-09,562552,816252,126428,720706
2013-04-10,741496,548536,575395,856926
2013-04-11,973148,263332,199699,884025
2013-04-12,444462,760693,730143,812893
2013-04-13,834906,823466,421843,818820
2013-04-14,297429,737874,525803,630101
2013-04-15,896382,162963,177068,810697
2013-04-16,952942,75399,310931,25026
2013-04-17,480627,690999,584148,505236
2013-04-18,243147,918016,858986,123505
2013-04-19,522459,980126,804689,892513
2013-04-20,168940,300364,453004,966455
2013-04-21,356283,70859,671578,924678
2013-04-22,361593,320632,584634,97821
2013-04-23,265153,903197,346749,594256
2013-04-24,836897,625603,736584,910213
2013-04-25,961024,665762,203624,958117
2013-04-26,36398,659106,47641,278921
2013-04-27,482642,994271,840857,460768
2013-04-28,22909,810838,342765,404005
2013-04-29,931322,327170,445142,653794
2013-04-30,487990,704411,169613,291239
2013-05-01,802626,918063,66858,316991
2013-05-02,515460,514148,347279,89327
2013-05-03,47670,673504,273943,855290
2013-05-04,663410,6201,966428,220857
2013-05-05,795652,757370,715888,819447
2013-05-06,798711,72163,352525,838184
2013-05-07,821137,234641,126048,298973
2013-05-08,529136,56162,117067,366656
2013-05-09,820816,3226,300204,363231
2013-05-10,561353,66941,75214,681082
2013-05-11,350170,428682,744372,45699
2013-05-12,457930,710695,758051,853803
2013-05-13,520448,876297,123695,480381
2013-05-14,647367,255769,299243,605721
2013-05-15,149577,13460,734627,915255
2013-05-16,648119,333327,554472,736618
2013-05-17,707248,699624,135255,248868
2013-05-18,190683,608369,355112,905324
2013-05-19,878304,257883,759117,35002
2013-05-20,419249,557707,492230,161229
2013-05-21,573847,652944,17117,686695
2013-05-22,500507,759190,423210,925715
2013-05-23,748313,122814,830607,523963
2013-05-24,689245,842904,113724,150416
2013-05-25,988824,586994,387898,167658
2013-05-26,115792,718296,458693,542814
2013-05-27,973008,841636,149281,816483
2013-05-28,495708,758162,436136,784258
2013-05-29,150036,538260,973826,729216
2013-05-30,18515,19720,4513,360385
2013-05-31,408650,986895,371865,698683
2013-06-01,127386,394829,79102,974838
2013-06-02,534972,348132,52795,319280
2013-06-03,977026,790909,555931,157677
2013-06-04,578307,960590,504760,350590
2013-06-05,85863,785711,289136,382723
2013-06-06,413880,829423,3097,386970
2013-06-07,408130,519384,948357,437723
2013-06-08,395929,840311,281843,646386
2013-06-09,442733,755941,30782,188395
2013-06-10,893124,504984,449963,511603
2013-06-11,179215,36655,112232,76952
2013-06-12,12498,218642,729540,867747
2013-06-13,569479,274336,279630,255604
2013-06-14,890240,794083,428137,151522
2013-06-15,359899,398804,125531,723455
2013-06-16,78418,724650,862884,670168
2013-06-17,118343,468064,48508,390406
2013-06-18,725496,109029,225122,475897
2013-06-19,668125,82597,18826,631486
2013-06-20,398633,691183,935027,636383
2013-06-21,177534,998945,190102,727544
2013-06-22,209340,572801,637673,914141
2013-06-23,223916,443632,795222,395520
2013-06-24,780411,809820,472604,31012
2013-06-25,589089,363793,954416,339229
2013-06-26,1986,109614,880828,78989
2013-06-27,294098,379471,474097,424840
2013-06-28,518638,654798,562751,85647
2013-06-29,847767,306165,518658,124193
2013-06-30,917056,604511,231650,621307
2013-07-01,340358,799394,601456,349017
2013-07-02,124991,141571,183376,90256
2013-07-03,126846,522296,222108,716885
2013-07-04,931755,573068,685814,150196
2013-07-05,585113,81434,566478,94309
2013-07-06,554963,978584,856692,568557
2013-07-07,854536,595772,535297,360273
2013-07-08,4341,115770,535551,830882
2013-07-09,383141,122303,418793,90317
2013-07-10,794586,474338,793999,202530
2013-07-11,982109,891144,982543,477311
2013-07-12,586683,243451,795865,638891
2013-07-13,839964,58572,15403,400317
2013-07-14,405301,285210,589701,846799
2013-07-15,673656,444270,860616,760681
2013-07-16,869063,748474,390102,270102
2013-07-17,118779,541094,28263,176435
2013-07-18,644220,19505,80765,440580
2013-07-19,558647,91947,703782,503549
2013-07-20,750500,84411,60991,329905
2013-07-21,949438,423123,20479,712431
2013-07-22,553615,905237,952039,589479
2013-07-23,259894,901517,157171,287447
2013-07-24,116029,301411,403694,101581
2013-07-25,360033,473475,73643,467144
2013-07-26,901942,484441,304435,913921
2013-07-27,780485,297888,472654,416937
2013-07-28,373021,689941,818771,803250
2013-07-29,558673,908814,833690,375293
2013-07-30,650349,838111,943201,62929
2013-07-31,683803,470152,687278,601873
2013-08-01,81105,540679,303756,83208
2013-08-02,176243,922340,758877,782915
2013-08-03,734148,663651,21132,264029
2013-08-04,426737,198099,238621,118902
2013-08-05,354188,207547,467817,692310
2013-08-06,252798,495746,484413,356587
2013-08-07,125434,701765,141353,69954
2013-08-08,563991,421906,552430,891138
2013-08-09,597810,299727,23188,293872
2013-08-10,876875,855184,446434,104465
2013-08-11,887780,936204,988974,390729
2013-08-12,187596,944492,35575,158369
2013-08-13,188248,63804,501406,764381
2013-08-14,651218,236004,683997,640733
2013-08-15,746139,386518,354599,676534
2013-08-16,871739,779228,208879,791916
2013-08-17,776457,235830,884470,965881
2013-08-18,40225,357416,734504,277958
2013-08-19,283206,842411,726195,399979
2013-08-20,533171,430582,878850,631732
2013-08-21,342497,933526,486106,810085
2013-08-22,673448,37324,968129,731949
2013-08-23,314374,696085,904860,606977
2013-08-24,531076,11227,265523,52048
2013-08-25,520963,907671,687224,277299
2013-08-26,242829,891739,906236,704907
2013-08-27,962842,650025,550152,451350
2013-08-28,526626,912784,764191,456354
2013-08-29,177845,74336,615975,285005
2013-08-30,54831,829988,763068,703537
2013-08-31,543624,611962,960754,958830
2013-09-01,960844,828689,886355,529201
2013-09-02,335496,39094,59597,326138
2013-09-03,506259,420306,270992,5802
2013-09-04,812265,231771,108823,500316
2013-09-05,54986,207751,557451,302001
2013-09-06,466976,853878,557528,826637
2013-09-07,409365,846249,161145,553190
2013-09-08,614592,33638,272054,400222
2013-09-09,659863,605758,701386,419578
2013-09-10,256603,723574,258035,415972
2013-09-11,614233,186708,455673,26308
2013-09-12,742983,516348,210245,216206
2013-09-13,343338,426083,646156,156580
2013-09-14,296995,309743,314660,4792
2013-09-15,397186,771361,921657,904407
2013-09-16,169180,209659,162970,325189
2013-09-17,999111,415258,999004,644142
2013-09-18,153194,430680,25040,708623
2013-09-19,907240,216856,320450,353623
2013-09-20,84300,736543,16986,755322
2013-09-21,318460,670491,168452,920248
2013-09-22,177204,201777,756445,627979
2013-09-23,716817,868937,613008,539335
2013-09-24,762710,46274,376854,823191
2013-09-25,542729,776902,946880,766637
2013-09-26,235700,612767,646251,717422
2013-09-27,874499,785049,192838,294505
2013-09-28,664854,353296,980700,150939
2013-09-29,719542,495725,95115,182047
2013-09-30,282791,652678,346538,698543
2013-10-01,195835,741463,269551,340469
2013-10-02,951889,829807,161109,380776
2013-10-03,520219,933497,455386,50498
2013-10-04,450678,909969,106535,426860
2013-10-05,994019,710665,937717,264560
2013-10-06,313696,959834,504751,113631
2013-10-07,604355,314814,155286,310845
2013-10-08,875149,560397,794654,205576
2013-10-09,812305,742279,89502,872257
2013-10-10,98621,663016,592033,37273
2013-10-11,185746,764434,295528,27409
2013-10-12,211699,23653,562846,669342
2013-10-13,257553,44077,522149,360856
2013-10-14,386064,205208,551221,511711
2013-10-15,697814,870327,523678,24179
2013-10-16,259993,509216,153498,82228
2013-10-17,102081,68615,919686,249919
2013-10-18,804123,295188,85944,370749
2013-10-19,2062,662253,653188,29179
2013-10-20,42332,277474,62799,237645
2013-10-21,369007,174970,602148,307130
2013-10-22,176356,809363,897855,620407
2013-10-23,927348,831854,124547,102351
2013-10-24,765301,481982,892729,28762
2013-10-25,439275,291854,491600,876320
2013-10-26,536370,45984,619280,278893
2013-10-27,918240,423689,569256,26403
2013-10-28,142877,199524,29109,522512
2013-10-29,995281,602801,760795,307849
2013-10-30,130588,397914,611448,222483
2013-10-31,671721,535508,967814,706472
2013-11-01,232853,611933,242069,561192
2013-11-02,851352,146960,209129,850094
2013-11-03,473646,197343,983487,325107
2013-11-04,592956,417432,752043,913005
2013-11-05,50019,507294,996296,473731
2013-11-06,41620,843912,943132,516762
2013-11-07,724020,884047,693549,261477
2013-11-08,56470,313082,9786,145992
2013-11-09,419652,248690,492499,536902
2013-11-10,72336,833674,163869,544261
2013-11-11,349845,881060,649055,271061
2013-11-12,145580,46567,18809,291099
2013-11-13,428350,876568,280502,978092
2013-11-14,413333,787697,748857,390438
2013-11-15,782952,224904,147489,839112
2013-11-16,426473,379393,195569,155862
2013-11-17,422539,881654,318918,968663
2013-11-18,182204,710389,332736,630873
2013-11-19,308773,233071,844396,919111
2013-11-20,748204,986583,232324,644942
2013-11-21,510076,931174,761333,610688
2013-11-22,294166,172490,730384,504634
2013-11-23,898260,776190,281077,63389
2013-11-24,41666,824863,697219,933841
2013-11-25,81323,256742,781145,758195
2013-11-26,446923,331853,791231,630470
2013-11-27,482837,650302,642641,887392
2013-11-28,466849,667171,18326,98623
2013-11-29,483057,637612,863314,276499
2013-11-30,597284,387247,633440,572059
2013-12-01,808078,452512,3218,724062
2013-12-02,332453,453055,285241,957810
2013-12-03,110495,415766,881370,5173
2013-12-04,526982,771719,519922,185185
2013-12-05,483506,124038,176025,109541
2013-12-06,963669,191401,39196,944557
2013-12-07,982221,995280,311292,263691
2013-12-08,368166,745996,223912,355192
2013-12-09,517455,373705,218007,733289
2013-12-10,916869,663464,956552,810506
2013-12-11,406694,789957,815757,791261
2013-12-12,53784,280506,724140,127318
2013-12-13,863762,320387,529273,63508
2013-12-14,749405,100,108079,65171
2013-12-15,722592,118315,285706,29528
2013-12-16,507719,584456,428329,721884
2013-12-17,527582,752841,838339,209538
2013-12-18,738918,75405,577535,778664
2013-12-19,576346,528568,360778,842999
2013-12-20,551240,253690,60849,465042
2013-12-21,807513,820371,416192,797186
2013-12-22,111262,446743,385039,907055
2013-12-23,900696,84267,329944,636337
2013-12-24,527774,543000,59069,409975
2013-12-25,308357,577923,70909,799480
2013-12-26,600836,225,676170,766871
2013-12-27,138419,622295,166452,811055
2013-12-28,169962,709006,423893,66036
2013-12-29,581513,798675,890286,351823
2013-12-30,332599,296353,33851,251004
2013-12-31,616737,86871,202928,166233
2014-01-01,310899,843931,308598,758189
2014-01-02,339293,684684,700390,65106
2014-01-03,777503,812078,930087,455445
2014-01-04,458092,572527,243326,775599
2014-01-05,179283,684743,374314,37920
2014-01-06,882925,856292,670003,460786
2014-01-07,719286,8494,20274,889619
2014-01-08,351471,627794,429404,943250
2014-01-09,276925,52368,397673,790296
2014-01-10,83010,887354,67326,117679
2014-01-11,540308,63630,990274,965278
2014-01-12,973516,529749,120745,319734
2014-01-13,665714,397787,543290,167253
2014-01-14,659285,662041,696959,468629
2014-01-15,956383,816742,821764,327984
2014-01-16,34596,242831,239851,623042
2014-01-17,173652,898634,543153,811949
2014-01-18,220012,148894,438659,27777
2014-01-19,583956,238636,21536,393750
2014-01-20,5037,439177,27642,207416
2014-01-21,13924,781148,284335,264616
2014-01-22,398638,981233,919102,333862
2014-01-23,328466,808018,461026,608787
2014-01-24,629446,829835,481424,40851
2014-01-25,315233,962406,615876,831170
2014-01-26,571338,703987,776210,641629
2014-01-27,764818,875586,297692,370546
2014-01-28,936947,602390,727786,381810
2014-01-29,965568,916055,415110,370903
2014-01-30,880259,616340,754411,921263
2014-01-31,105032,868205,84330,118586
2014-02-01,889587,822173,700737,934841
2014-02-02,808587,308058,682576,719104
2014-02-03,433838,741311,322853,947706
2014-02-04,913888,203305,243785,700158
2014-02-05,423920,736123,350143,718256
2014-02-06,585130,200396,791377,943579
2014-02-07,401425,229232,317540,438829
2014-02-08,192559,234845,669154,71895
2014-02-09,104478,800595,102656,552156
2014-02-10,941995,303842,759099,413176
2014-02-11,45448,358683,287583,535580
2014-02-12,607272,963934,534690,295826
2014-02-13,523975,803557,960805,412638
2014-02-14,50068,587679,966818,741336
2014-02-15,585548,583516,987053,683941
2014-02-16,538453,179609,179045,822480
2014-02-17,329372,197553,980277,62429
2014-02-18,762140,634566,554558,938974
2014-02-19,874555,829120,199823,761625
2014-02-20,560062,910648,940255,708006
2014-02-21,163664,564615,973107,505341
2014-02-22,414704,133702,278380,919527
2014-02-23,249162,94115,370274,464513
2014-02-24,686006,979929,541243,119976
2014-02-25,886486,689685,998580,573415
2014-02-26,974087,290351,552449,852919
2014-02-27,572740,382780,258275,441063
2014-02-28,15384,457584,46539,402271
2014-03-01,542050,530321,579729,603303
2014-03-02,681769,479465,790328,403039
2014-03-03,717551,515162,145029,321531
2014-03-04,569102,488169,776849,577505
2014-03-05,761516,938769,107282,565836
2014-03-06,945457,316157,175961,965529
2014-03-07,575807,885447,525111,189687
2014-03-08,627409,95897,530915,437655
2014-03-09,410669,755482,550447,402091
2014-03-10,876360,849926,257744,257405
2014-03-11,625002,123914,163567,279856
2014-03-12,170746,501073,188849,470236
2014-03-13,709891,540622,747762,865761
2014-03-14,120920,141955,7063,270630
2014-03-15,979887,888123,649832,435034
2014-03-16,438232,809072,872725,994072
2014-03-17,781501,591952,937629,463102
2014-03-18,240071,113093,750780,769157
2014-03-19,332318,804912,756398,518892
2014-03-20,671237,573079,22628,59836
2014-03-21,398696,557147,504330,213905
2014-03-22,938965,976517,660533,319469
2014-03-23,541041,774840,949375,418981
2014-03-24,996552,417509,352903,895247
2014-03-25,316423,528294,501022,335554
2014-03-26,496295,249810,640861,371682
2014-03-27,854402,682060,602167,599828
2014-03-28,873131,625749,633588,205470
2014-03-29,491916,418055,283201,435088
2014-03-30,279068,946577,70677,943660
2014-03-31,887404,34026,768775,165563
2014-04-01,83091,122633,302380,367748
2014-04-02,66844,37865,701252,807071
2014-04-03,474211,557272,596327,32666
2014-04-04,577116,415691,941816,64247
2014-04-05,902651,841049,532623,300329
2014-04-06,542170,58542,266850,43515
2014-04-07,577254,301093,859138,730700
2014-04-08,330438,443271,930149,975234
2014-04-09,392339,9745,705155,783438
2014-04-10,938560,805751,106160,606104
2014-04-11,813915,960297,707012,759403
2014-04-12,41845,428352,659503,480296
2014-04-13,168841,247635,289521,842345
2014-04-14,467447,408889,90539,260761
2014-04-15,764841,702933,459620,39230
2014-04-16,143410,591917,116251,992826
2014-04-17,60938,146505,658308,247111
2014-04-18,903114,953709,30244,224672
2014-04-19,598241,209774,174931,733045
2014-04-20,10422,451464,486242,417367
2014-04-21,770570,489326,60240,557230
2014-04-22,816007,889965,35508,532839
2014-04-23,404840,143707,529325,435866
2014-04-24,297888,564055,449000,500522
2014-04-25,405739,13450,665139,261127
2014-04-26,801590,81078,916822,473656
2014-04-27,138566,201666,119456,656303
2014-04-28,288211,658220,31490,561586
2014-04-29,220607,662832,803345,819629
2014-04-30,841449,682311,134423,405060
2014-05-01,283371,555522,309420,539948
2014-05-02,174626,374864,697740,460697
2014-05-03,61483,377974,463414,723252
2014-05-04,848254,964870,401933,964242
2014-05-05,132229,345168,372426,320903
2014-05-06,979347,29273,304068,741654
2014-05-07,859761,643629,734535,818948
2014-05-08,568690,538890,203510,167069
2014-05-09,274486,343035,254402,843480
2014-05-10,866186,324340,123663,682358
2014-05-11,936497,827785,689892,463016
2014-05-12,889611,540640,92222,103860
2014-05-13,778399,355616,910537,645490
2014-05-14,629698,407554,383640,994108
2014-05-15,213130,18197,46150,965606
2014-05-16,328213,63984,227005,11433
2014-05-17,996225,270211,672241,36812
2014-05-18,768254,253686,215879,817737
2014-05-19,68910,752354,827600,147215
2014-05-20,601707,355677,267729,73216
2014-05-21,920650,334570,411102,842107
2014-05-22,6676,660436,518600,419917
2014-05-23,706837,520727,668803,655929
2014-05-24,975269,260517,651737,647006
2014-05-25,30650,265928,879261,645219
2014-05-26,862265,55020,15637,264355
2014-05-27,258617,988708,71734,237402
2014-05-28,86085,745998,591604,382227
2014-05-29,650438,10711,877958,715669
2014-05-30,410776,495579,467833,891861
2014-05-31,508624,210447,596183,457101
2014-06-01,438460,602869,42994,224021
2014-06-02,91799,762147,651275,360792
2014-06-03,764975,134776,395718,801818
2014-06-04,834470,454166,971163,682988
2014-06-05,200180,755375,781019,830520
2014-06-06,972496,5412,419533,537119
